"Date","Stream flow","Tested","Stages"
"2003-06-02",536,"A","Not a Flood Stage"
"2003-06-03",640,"A","Not a Flood Stage"
"2003-06-04",696,"A","Not a Flood Stage"
"2003-06-05",428,"A","Not a Flood Stage"
"2003-06-06",284,"A","Not a Flood Stage"
"2003-06-07",385,"A","Not a Flood Stage"
"2003-06-08",364,"A","Not a Flood Stage"
"2003-06-09",255,"A","Not a Flood Stage"
"2003-06-10",182,"A","Not a Flood Stage"
"2003-06-11",134,"A","Not a Flood Stage"
"2003-06-12",106,"A","Not a Flood Stage"
"2003-06-13",119,"A","Not a Flood Stage"
"2003-06-14",216,"A","Not a Flood Stage"
"2003-06-15",497,"A","Not a Flood Stage"
"2003-06-16",460,"A","Not a Flood Stage"
"2003-06-17",298,"A","Not a Flood Stage"
"2003-06-18",248,"A","Not a Flood Stage"
"2003-06-19",189,"A","Not a Flood Stage"
"2003-06-20",154,"A","Not a Flood Stage"
"2003-06-21",130,"A","Not a Flood Stage"
"2003-06-22",115,"A","Not a Flood Stage"
"2003-06-23",90.3,"A","Not a Flood Stage"
"2003-06-24",72.3,"A","Not a Flood Stage"
"2003-06-25",59.8,"A","Not a Flood Stage"
"2003-06-26",47.1,"A","Not a Flood Stage"
"2003-06-27",40.6,"A","Not a Flood Stage"
"2003-06-28",35.1,"A","Not a Flood Stage"
"2003-06-29",29.4,"A","Not a Flood Stage"
"2003-06-30",25.4,"A","Not a Flood Stage"
"2003-07-01",23.1,"A","Not a Flood Stage"
"2003-07-02",23.2,"A","Not a Flood Stage"
"2003-07-03",19.4,"A","Not a Flood Stage"
"2003-07-04",36.4,"A","Not a Flood Stage"
"2003-07-05",54.4,"A","Not a Flood Stage"
"2003-07-06",64.3,"A","Not a Flood Stage"
"2003-07-07",79.1,"A","Not a Flood Stage"
"2003-07-08",1220,"A","Not a Flood Stage"
"2003-07-09",742,"A","Not a Flood Stage"
"2003-07-10",712,"A","Not a Flood Stage"
"2003-07-11",722,"A","Not a Flood Stage"
"2003-07-12",597,"A","Not a Flood Stage"
"2003-07-13",492,"A","Not a Flood Stage"
"2003-07-14",294,"A","Not a Flood Stage"
"2003-07-15",194,"A","Not a Flood Stage"
"2003-07-16",165,"A","Not a Flood Stage"
"2003-07-17",118,"A","Not a Flood Stage"
"2003-07-18",70.3,"A","Not a Flood Stage"
"2003-07-19",48.7,"A","Not a Flood Stage"
"2003-07-20",26.6,"A","Not a Flood Stage"
"2003-07-21",16.1,"A","Not a Flood Stage"
"2003-07-22",16.3,"A","Not a Flood Stage"
"2003-07-23",51.6,"A","Not a Flood Stage"
"2003-07-24",95.1,"A","Not a Flood Stage"
"2003-07-25",32.1,"A","Not a Flood Stage"
"2003-07-26",12.9,"A","Not a Flood Stage"
"2003-07-27",8.05,"A","Not a Flood Stage"
"2003-07-28",15.4,"A","Not a Flood Stage"
"2003-07-29",54.2,"A","Not a Flood Stage"
"2003-07-30",20.8,"A","Not a Flood Stage"
"2003-07-31",199,"A","Not a Flood Stage"
"2003-08-01",265,"A","Not a Flood Stage"
"2003-08-02",111,"A","Not a Flood Stage"
"2003-08-03",56.9,"A","Not a Flood Stage"
"2003-08-04",33.1,"A","Not a Flood Stage"
"2003-08-05",18.4,"A","Not a Flood Stage"
"2003-08-06",12.2,"A","Not a Flood Stage"
"2003-08-07",102,"A","Not a Flood Stage"
"2003-08-08",45.8,"A","Not a Flood Stage"
"2003-08-09",27.9,"A","Not a Flood Stage"
"2003-08-10",172,"A","Not a Flood Stage"
"2003-08-11",54.3,"A","Not a Flood Stage"
"2003-08-12",71.1,"A","Not a Flood Stage"
"2003-08-13",53.2,"A","Not a Flood Stage"
"2003-08-14",40,"A:e","Not a Flood Stage"
"2003-08-15",25,"A:e","Not a Flood Stage"
"2003-08-16",28,"A:e","Not a Flood Stage"
"2003-08-17",23,"A:e","Not a Flood Stage"
"2003-08-18",19,"A:e","Not a Flood Stage"
"2003-08-19",15,"A:e","Not a Flood Stage"
"2003-08-20",13,"A:e","Not a Flood Stage"
"2003-08-21",12,"A:e","Not a Flood Stage"
"2003-08-22",11,"A:e","Not a Flood Stage"
"2003-08-23",10,"A:e","Not a Flood Stage"
"2003-08-24",9.5,"A:e","Not a Flood Stage"
"2003-08-25",9,"A:e","Not a Flood Stage"
"2003-08-26",8.2,"A:e","Not a Flood Stage"
"2003-08-27",1300,"A","Action Flood stage"
"2003-08-28",1190,"A","Not a Flood Stage"
"2003-08-29",443,"A","Not a Flood Stage"
"2003-08-30",287,"A","Not a Flood Stage"
"2003-08-31",177,"A","Not a Flood Stage"
"2003-09-01",760,"A","Not a Flood Stage"
"2003-09-02",2340,"A"," Minor Flood Stage"
"2003-09-03",1350,"A","Action Flood stage"
"2003-09-04",747,"A","Not a Flood Stage"
"2003-09-05",500,"A","Not a Flood Stage"
"2003-09-06",318,"A","Not a Flood Stage"
"2003-09-07",214,"A","Not a Flood Stage"
"2003-09-08",149,"A","Not a Flood Stage"
"2003-09-09",104,"A","Not a Flood Stage"
"2003-09-10",74.6,"A","Not a Flood Stage"
"2003-09-11",53.6,"A","Not a Flood Stage"
"2003-09-12",36.9,"A","Not a Flood Stage"
"2003-09-13",33.8,"A","Not a Flood Stage"
"2003-09-14",32.8,"A","Not a Flood Stage"
"2003-09-15",50.3,"A","Not a Flood Stage"
"2003-09-16",53.8,"A","Not a Flood Stage"
"2003-09-17",35.8,"A","Not a Flood Stage"
"2003-09-18",33.5,"A","Not a Flood Stage"
"2003-09-19",313,"A","Not a Flood Stage"
"2003-09-20",221,"A","Not a Flood Stage"
"2003-09-21",141,"A","Not a Flood Stage"
"2003-09-22",118,"A","Not a Flood Stage"
"2003-09-23",205,"A","Not a Flood Stage"
"2003-09-24",161,"A","Not a Flood Stage"
"2003-09-25",132,"A","Not a Flood Stage"
"2003-09-26",119,"A","Not a Flood Stage"
"2003-09-27",105,"A","Not a Flood Stage"
"2003-09-28",142,"A","Not a Flood Stage"
"2003-09-29",147,"A","Not a Flood Stage"
"2003-09-30",129,"A","Not a Flood Stage"
"2003-10-01",137,"A","Not a Flood Stage"
"2003-10-02",128,"A","Not a Flood Stage"
"2003-10-03",107,"A","Not a Flood Stage"
"2003-10-04",111,"A","Not a Flood Stage"
"2003-10-05",121,"A","Not a Flood Stage"
"2003-10-06",104,"A","Not a Flood Stage"
"2003-10-07",89.9,"A","Not a Flood Stage"
"2003-10-08",78.4,"A","Not a Flood Stage"
"2003-10-09",67.8,"A","Not a Flood Stage"
"2003-10-10",58.8,"A","Not a Flood Stage"
"2003-10-11",52.7,"A","Not a Flood Stage"
"2003-10-12",47.7,"A","Not a Flood Stage"
"2003-10-13",43.7,"A","Not a Flood Stage"
"2003-10-14",68.3,"A","Not a Flood Stage"
"2003-10-15",104,"A","Not a Flood Stage"
"2003-10-16",78.6,"A","Not a Flood Stage"
"2003-10-17",68.9,"A","Not a Flood Stage"
"2003-10-18",77.1,"A","Not a Flood Stage"
"2003-10-19",71.1,"A","Not a Flood Stage"
"2003-10-20",64.7,"A","Not a Flood Stage"
"2003-10-21",60,"A","Not a Flood Stage"
"2003-10-22",57,"A","Not a Flood Stage"
"2003-10-23",54.2,"A","Not a Flood Stage"
"2003-10-24",49.4,"A","Not a Flood Stage"
"2003-10-25",43.8,"A","Not a Flood Stage"
"2003-10-26",43.1,"A","Not a Flood Stage"
"2003-10-27",100,"A","Not a Flood Stage"
"2003-10-28",137,"A","Not a Flood Stage"
"2003-10-29",127,"A","Not a Flood Stage"
"2003-10-30",121,"A","Not a Flood Stage"
"2003-10-31",107,"A","Not a Flood Stage"
"2003-11-01",95.5,"A","Not a Flood Stage"
"2003-11-02",86.4,"A","Not a Flood Stage"
"2003-11-03",78.9,"A","Not a Flood Stage"
"2003-11-04",71.2,"A","Not a Flood Stage"
"2003-11-05",102,"A","Not a Flood Stage"
"2003-11-06",209,"A","Not a Flood Stage"
"2003-11-07",190,"A","Not a Flood Stage"
"2003-11-08",158,"A","Not a Flood Stage"
"2003-11-09",129,"A","Not a Flood Stage"
"2003-11-10",111,"A","Not a Flood Stage"
"2003-11-11",101,"A","Not a Flood Stage"
"2003-11-12",799,"A","Not a Flood Stage"
"2003-11-13",571,"A","Not a Flood Stage"
"2003-11-14",367,"A","Not a Flood Stage"
"2003-11-15",251,"A","Not a Flood Stage"
"2003-11-16",199,"A","Not a Flood Stage"
"2003-11-17",162,"A","Not a Flood Stage"
"2003-11-18",136,"A","Not a Flood Stage"
"2003-11-19",1230,"A","Not a Flood Stage"
"2003-11-20",934,"A","Not a Flood Stage"
"2003-11-21",536,"A","Not a Flood Stage"
"2003-11-22",373,"A","Not a Flood Stage"
"2003-11-23",255,"A","Not a Flood Stage"
"2003-11-24",210,"A","Not a Flood Stage"
"2003-11-25",173,"A","Not a Flood Stage"
"2003-11-26",143,"A","Not a Flood Stage"
"2003-11-27",123,"A","Not a Flood Stage"
"2003-11-28",160,"A","Not a Flood Stage"
"2003-11-29",217,"A","Not a Flood Stage"
"2003-11-30",188,"A","Not a Flood Stage"
"2003-12-01",177,"A","Not a Flood Stage"
"2003-12-02",158,"A","Not a Flood Stage"
"2003-12-03",139,"A","Not a Flood Stage"
"2003-12-04",126,"A","Not a Flood Stage"
"2003-12-05",121,"A","Not a Flood Stage"
"2003-12-06",118,"A","Not a Flood Stage"
"2003-12-07",107,"A","Not a Flood Stage"
"2003-12-08",97.5,"A","Not a Flood Stage"
"2003-12-09",93,"A","Not a Flood Stage"
"2003-12-10",113,"A","Not a Flood Stage"
"2003-12-11",448,"A","Not a Flood Stage"
"2003-12-12",365,"A","Not a Flood Stage"
"2003-12-13",249,"A","Not a Flood Stage"
"2003-12-14",212,"A","Not a Flood Stage"
"2003-12-15",185,"A","Not a Flood Stage"
"2003-12-16",156,"A","Not a Flood Stage"
"2003-12-17",178,"A","Not a Flood Stage"
"2003-12-18",156,"A","Not a Flood Stage"
"2003-12-19",134,"A","Not a Flood Stage"
"2003-12-20",120,"A","Not a Flood Stage"
"2003-12-21",106,"A","Not a Flood Stage"
"2003-12-22",102,"A","Not a Flood Stage"
"2003-12-23",139,"A","Not a Flood Stage"
"2003-12-24",451,"A","Not a Flood Stage"
"2003-12-25",407,"A","Not a Flood Stage"
"2003-12-26",272,"A","Not a Flood Stage"
"2003-12-27",204,"A","Not a Flood Stage"
"2003-12-28",165,"A","Not a Flood Stage"
"2003-12-29",142,"A","Not a Flood Stage"
"2003-12-30",168,"A","Not a Flood Stage"
"2003-12-31",183,"A","Not a Flood Stage"
"2004-01-01",155,"A","Not a Flood Stage"
"2004-01-02",172,"A","Not a Flood Stage"
"2004-01-03",193,"A","Not a Flood Stage"
"2004-01-04",523,"A","Not a Flood Stage"
"2004-01-05",683,"A","Not a Flood Stage"
"2004-01-06",543,"A","Not a Flood Stage"
"2004-01-07",345,"A","Not a Flood Stage"
"2004-01-08",253,"A","Not a Flood Stage"
"2004-01-09",204,"A","Not a Flood Stage"
"2004-01-10",160,"A","Not a Flood Stage"
"2004-01-11",134,"A","Not a Flood Stage"
"2004-01-12",118,"A","Not a Flood Stage"
"2004-01-13",103,"A","Not a Flood Stage"
"2004-01-14",89.4,"A","Not a Flood Stage"
"2004-01-15",82.6,"A","Not a Flood Stage"
"2004-01-16",70.1,"A","Not a Flood Stage"
"2004-01-17",68.5,"A","Not a Flood Stage"
"2004-01-18",126,"A","Not a Flood Stage"
"2004-01-19",150,"A","Not a Flood Stage"
"2004-01-20",122,"A","Not a Flood Stage"
"2004-01-21",109,"A","Not a Flood Stage"
"2004-01-22",95,"A:e","Not a Flood Stage"
"2004-01-23",85,"A:e","Not a Flood Stage"
"2004-01-24",76,"A:e","Not a Flood Stage"
"2004-01-25",120,"A:e","Not a Flood Stage"
"2004-01-26",140,"A","Not a Flood Stage"
"2004-01-27",146,"A","Not a Flood Stage"
"2004-01-28",139,"A","Not a Flood Stage"
"2004-01-29",114,"A","Not a Flood Stage"
"2004-01-30",105,"A:e","Not a Flood Stage"
"2004-01-31",93,"A:e","Not a Flood Stage"
"2004-02-01",84,"A:e","Not a Flood Stage"
"2004-02-02",80,"A:e","Not a Flood Stage"
"2004-02-03",304,"A","Not a Flood Stage"
"2004-02-04",330,"A","Not a Flood Stage"
"2004-02-05",233,"A","Not a Flood Stage"
"2004-02-06",1000,"A","Not a Flood Stage"
"2004-02-07",975,"A","Not a Flood Stage"
"2004-02-08",590,"A","Not a Flood Stage"
"2004-02-09",396,"A","Not a Flood Stage"
"2004-02-10",290,"A","Not a Flood Stage"
"2004-02-11",241,"A","Not a Flood Stage"
"2004-02-12",202,"A","Not a Flood Stage"
"2004-02-13",175,"A","Not a Flood Stage"
"2004-02-14",151,"A","Not a Flood Stage"
"2004-02-15",129,"A","Not a Flood Stage"
"2004-02-16",109,"A","Not a Flood Stage"
"2004-02-17",89.6,"A","Not a Flood Stage"
"2004-02-18",76.9,"A","Not a Flood Stage"
"2004-02-19",73.2,"A","Not a Flood Stage"
"2004-02-20",81,"A","Not a Flood Stage"
"2004-02-21",144,"A","Not a Flood Stage"
"2004-02-22",169,"A","Not a Flood Stage"
"2004-02-23",140,"A","Not a Flood Stage"
"2004-02-24",131,"A","Not a Flood Stage"
"2004-02-25",139,"A","Not a Flood Stage"
"2004-02-26",124,"A","Not a Flood Stage"
"2004-02-27",108,"A","Not a Flood Stage"
"2004-02-28",94.2,"A","Not a Flood Stage"
"2004-02-29",86.4,"A","Not a Flood Stage"
"2004-03-01",83.4,"A","Not a Flood Stage"
"2004-03-02",87.2,"A","Not a Flood Stage"
"2004-03-03",98.3,"A","Not a Flood Stage"
"2004-03-04",110,"A","Not a Flood Stage"
"2004-03-05",138,"A","Not a Flood Stage"
"2004-03-06",729,"A","Not a Flood Stage"
"2004-03-07",572,"A","Not a Flood Stage"
"2004-03-08",434,"A","Not a Flood Stage"
"2004-03-09",328,"A","Not a Flood Stage"
"2004-03-10",265,"A","Not a Flood Stage"
"2004-03-11",215,"A","Not a Flood Stage"
"2004-03-12",180,"A","Not a Flood Stage"
"2004-03-13",146,"A","Not a Flood Stage"
"2004-03-14",122,"A","Not a Flood Stage"
"2004-03-15",110,"A","Not a Flood Stage"
"2004-03-16",114,"A","Not a Flood Stage"
"2004-03-17",172,"A","Not a Flood Stage"
"2004-03-18",161,"A","Not a Flood Stage"
"2004-03-19",191,"A","Not a Flood Stage"
"2004-03-20",188,"A","Not a Flood Stage"
"2004-03-21",347,"A","Not a Flood Stage"
"2004-03-22",293,"A","Not a Flood Stage"
"2004-03-23",218,"A","Not a Flood Stage"
"2004-03-24",174,"A","Not a Flood Stage"
"2004-03-25",143,"A","Not a Flood Stage"
"2004-03-26",117,"A","Not a Flood Stage"
"2004-03-27",104,"A","Not a Flood Stage"
"2004-03-28",96.7,"A","Not a Flood Stage"
"2004-03-29",85.2,"A","Not a Flood Stage"
"2004-03-30",80.4,"A","Not a Flood Stage"
"2004-03-31",85.9,"A","Not a Flood Stage"
"2004-04-01",212,"A","Not a Flood Stage"
"2004-04-02",463,"A","Not a Flood Stage"
"2004-04-03",386,"A","Not a Flood Stage"
"2004-04-04",338,"A","Not a Flood Stage"
"2004-04-05",266,"A","Not a Flood Stage"
"2004-04-06",208,"A","Not a Flood Stage"
"2004-04-07",173,"A","Not a Flood Stage"
"2004-04-08",146,"A","Not a Flood Stage"
"2004-04-09",129,"A","Not a Flood Stage"
"2004-04-10",106,"A","Not a Flood Stage"
"2004-04-11",91.2,"A","Not a Flood Stage"
"2004-04-12",103,"A","Not a Flood Stage"
"2004-04-13",662,"A","Not a Flood Stage"
"2004-04-14",757,"A","Not a Flood Stage"
"2004-04-15",490,"A","Not a Flood Stage"
"2004-04-16",320,"A","Not a Flood Stage"
"2004-04-17",237,"A","Not a Flood Stage"
"2004-04-18",186,"A","Not a Flood Stage"
"2004-04-19",150,"A","Not a Flood Stage"
"2004-04-20",127,"A","Not a Flood Stage"
"2004-04-21",109,"A","Not a Flood Stage"
"2004-04-22",94.4,"A","Not a Flood Stage"
"2004-04-23",87.5,"A","Not a Flood Stage"
"2004-04-24",77.7,"A","Not a Flood Stage"
"2004-04-25",68.4,"A","Not a Flood Stage"
"2004-04-26",115,"A","Not a Flood Stage"
"2004-04-27",145,"A","Not a Flood Stage"
"2004-04-28",125,"A","Not a Flood Stage"
"2004-04-29",104,"A","Not a Flood Stage"
"2004-04-30",90.2,"A","Not a Flood Stage"
"2004-05-01",80.9,"A","Not a Flood Stage"
"2004-05-02",77.6,"A","Not a Flood Stage"
"2004-05-03",84.7,"A","Not a Flood Stage"
"2004-05-04",79.3,"A","Not a Flood Stage"
"2004-05-05",73.5,"A","Not a Flood Stage"
"2004-05-06",68.1,"A","Not a Flood Stage"
"2004-05-07",62.6,"A","Not a Flood Stage"
"2004-05-08",58.4,"A","Not a Flood Stage"
"2004-05-09",54.4,"A","Not a Flood Stage"
"2004-05-10",48.7,"A","Not a Flood Stage"
"2004-05-11",42.6,"A","Not a Flood Stage"
"2004-05-12",46.4,"A","Not a Flood Stage"
"2004-05-13",44.3,"A","Not a Flood Stage"
"2004-05-14",32.6,"A","Not a Flood Stage"
"2004-05-15",35,"A","Not a Flood Stage"
"2004-05-16",104,"A","Not a Flood Stage"
"2004-05-17",84.6,"A","Not a Flood Stage"
"2004-05-18",78.5,"A","Not a Flood Stage"
"2004-05-19",345,"A","Not a Flood Stage"
"2004-05-20",390,"A","Not a Flood Stage"
"2004-05-21",380,"A","Not a Flood Stage"
"2004-05-22",887,"A","Not a Flood Stage"
"2004-05-23",488,"A","Not a Flood Stage"
"2004-05-24",274,"A","Not a Flood Stage"
"2004-05-25",180,"A","Not a Flood Stage"
"2004-05-26",125,"A","Not a Flood Stage"
"2004-05-27",95.9,"A","Not a Flood Stage"
"2004-05-28",87.4,"A","Not a Flood Stage"
"2004-05-29",94.2,"A","Not a Flood Stage"
"2004-05-30",72.6,"A","Not a Flood Stage"
"2004-05-31",63.1,"A","Not a Flood Stage"
"2004-06-01",74.4,"A","Not a Flood Stage"
"2004-06-02",69,"A","Not a Flood Stage"
"2004-06-03",67.8,"A","Not a Flood Stage"
"2004-06-04",62.3,"A","Not a Flood Stage"
"2004-06-05",92.6,"A","Not a Flood Stage"
"2004-06-06",101,"A","Not a Flood Stage"
"2004-06-07",82.6,"A","Not a Flood Stage"
"2004-06-08",63.9,"A","Not a Flood Stage"
"2004-06-09",49.5,"A","Not a Flood Stage"
"2004-06-10",40.9,"A","Not a Flood Stage"
"2004-06-11",47.6,"A","Not a Flood Stage"
"2004-06-12",131,"A","Not a Flood Stage"
"2004-06-13",163,"A","Not a Flood Stage"
"2004-06-14",175,"A","Not a Flood Stage"
"2004-06-15",127,"A","Not a Flood Stage"
"2004-06-16",99.1,"A","Not a Flood Stage"
"2004-06-17",135,"A","Not a Flood Stage"
"2004-06-18",135,"A","Not a Flood Stage"
"2004-06-19",136,"A","Not a Flood Stage"
"2004-06-20",114,"A","Not a Flood Stage"
"2004-06-21",86.4,"A","Not a Flood Stage"
"2004-06-22",74.3,"A","Not a Flood Stage"
"2004-06-23",75.8,"A","Not a Flood Stage"
"2004-06-24",57.2,"A","Not a Flood Stage"
"2004-06-25",43.6,"A","Not a Flood Stage"
"2004-06-26",37,"A","Not a Flood Stage"
"2004-06-27",32.6,"A","Not a Flood Stage"
"2004-06-28",28.2,"A","Not a Flood Stage"
"2004-06-29",25.5,"A","Not a Flood Stage"
"2004-06-30",23,"A","Not a Flood Stage"
"2004-07-01",18.5,"A","Not a Flood Stage"
"2004-07-02",15,"A","Not a Flood Stage"
"2004-07-03",12.9,"A","Not a Flood Stage"
"2004-07-04",11.8,"A","Not a Flood Stage"
"2004-07-05",11.6,"A","Not a Flood Stage"
"2004-07-06",10.9,"A","Not a Flood Stage"
"2004-07-07",9.82,"A","Not a Flood Stage"
"2004-07-08",9.12,"A","Not a Flood Stage"
"2004-07-09",8.34,"A","Not a Flood Stage"
"2004-07-10",7.48,"A","Not a Flood Stage"
"2004-07-11",6.76,"A","Not a Flood Stage"
"2004-07-12",13,"A","Not a Flood Stage"
"2004-07-13",11.7,"A","Not a Flood Stage"
"2004-07-14",9.83,"A","Not a Flood Stage"
"2004-07-15",8.85,"A","Not a Flood Stage"
"2004-07-16",7.65,"A","Not a Flood Stage"
"2004-07-17",6.43,"A","Not a Flood Stage"
"2004-07-18",5.9,"A","Not a Flood Stage"
"2004-07-19",11.4,"A","Not a Flood Stage"
"2004-07-20",16.4,"A","Not a Flood Stage"
"2004-07-21",12.7,"A","Not a Flood Stage"
"2004-07-22",9.06,"A","Not a Flood Stage"
"2004-07-23",7.92,"A","Not a Flood Stage"
"2004-07-24",7.56,"A","Not a Flood Stage"
"2004-07-25",6.89,"A","Not a Flood Stage"
"2004-07-26",7.04,"A","Not a Flood Stage"
"2004-07-27",51,"A","Not a Flood Stage"
"2004-07-28",125,"A","Not a Flood Stage"
"2004-07-29",65.2,"A","Not a Flood Stage"
"2004-07-30",33.5,"A","Not a Flood Stage"
"2004-07-31",29.2,"A","Not a Flood Stage"
"2004-08-01",51.7,"A","Not a Flood Stage"
"2004-08-02",50.4,"A","Not a Flood Stage"
"2004-08-03",34,"A","Not a Flood Stage"
"2004-08-04",24,"A","Not a Flood Stage"
"2004-08-05",21.8,"A","Not a Flood Stage"
"2004-08-06",19.1,"A","Not a Flood Stage"
"2004-08-07",14.9,"A","Not a Flood Stage"
"2004-08-08",12.1,"A","Not a Flood Stage"
"2004-08-09",10,"A","Not a Flood Stage"
"2004-08-10",8.86,"A","Not a Flood Stage"
"2004-08-11",8.96,"A","Not a Flood Stage"
"2004-08-12",8.77,"A","Not a Flood Stage"
"2004-08-13",10.4,"A","Not a Flood Stage"
"2004-08-14",10.8,"A","Not a Flood Stage"
"2004-08-15",9.93,"A","Not a Flood Stage"
"2004-08-16",8.59,"A","Not a Flood Stage"
"2004-08-17",7.47,"A","Not a Flood Stage"
"2004-08-18",6.62,"A","Not a Flood Stage"
"2004-08-19",30.9,"A","Not a Flood Stage"
"2004-08-20",34.7,"A","Not a Flood Stage"
"2004-08-21",350,"A","Not a Flood Stage"
"2004-08-22",455,"A","Not a Flood Stage"
"2004-08-23",247,"A","Not a Flood Stage"
"2004-08-24",124,"A","Not a Flood Stage"
"2004-08-25",75.6,"A","Not a Flood Stage"
"2004-08-26",50.8,"A","Not a Flood Stage"
"2004-08-27",39.5,"A","Not a Flood Stage"
"2004-08-28",32.1,"A","Not a Flood Stage"
"2004-08-29",27.3,"A","Not a Flood Stage"
"2004-08-30",27.4,"A","Not a Flood Stage"
"2004-08-31",24.9,"A","Not a Flood Stage"
"2004-09-01",20.2,"A","Not a Flood Stage"
"2004-09-02",16.2,"A","Not a Flood Stage"
"2004-09-03",12.7,"A","Not a Flood Stage"
"2004-09-04",10.8,"A","Not a Flood Stage"
"2004-09-05",9.44,"A","Not a Flood Stage"
"2004-09-06",8.51,"A","Not a Flood Stage"
"2004-09-07",9.91,"A","Not a Flood Stage"
"2004-09-08",83.1,"A","Not a Flood Stage"
"2004-09-09",304,"A","Not a Flood Stage"
"2004-09-10",308,"A","Not a Flood Stage"
"2004-09-11",172,"A","Not a Flood Stage"
"2004-09-12",110,"A","Not a Flood Stage"
"2004-09-13",81.8,"A","Not a Flood Stage"
"2004-09-14",61.5,"A","Not a Flood Stage"
"2004-09-15",46.5,"A","Not a Flood Stage"
"2004-09-16",36.3,"A","Not a Flood Stage"
"2004-09-17",46.6,"A","Not a Flood Stage"
"2004-09-18",299,"A","Not a Flood Stage"
"2004-09-19",359,"A","Not a Flood Stage"
"2004-09-20",227,"A","Not a Flood Stage"
"2004-09-21",141,"A","Not a Flood Stage"
"2004-09-22",101,"A","Not a Flood Stage"
"2004-09-23",76.5,"A","Not a Flood Stage"
"2004-09-24",57.5,"A","Not a Flood Stage"
"2004-09-25",45.7,"A","Not a Flood Stage"
"2004-09-26",37.1,"A","Not a Flood Stage"
"2004-09-27",31,"A","Not a Flood Stage"
"2004-09-28",31.5,"A","Not a Flood Stage"
"2004-09-29",44.7,"A","Not a Flood Stage"
"2004-09-30",43.9,"A","Not a Flood Stage"
"2004-10-01",37.4,"A","Not a Flood Stage"
"2004-10-02",31.7,"A","Not a Flood Stage"
"2004-10-03",27.5,"A","Not a Flood Stage"
"2004-10-04",24,"A","Not a Flood Stage"
"2004-10-05",21.4,"A","Not a Flood Stage"
"2004-10-06",18.6,"A","Not a Flood Stage"
"2004-10-07",16.6,"A","Not a Flood Stage"
"2004-10-08",15.1,"A","Not a Flood Stage"
"2004-10-09",13.9,"A","Not a Flood Stage"
"2004-10-10",13.2,"A","Not a Flood Stage"
"2004-10-11",12.5,"A","Not a Flood Stage"
"2004-10-12",11.7,"A","Not a Flood Stage"
"2004-10-13",11.2,"A","Not a Flood Stage"
"2004-10-14",14.8,"A","Not a Flood Stage"
"2004-10-15",19.1,"A","Not a Flood Stage"
"2004-10-16",23.1,"A","Not a Flood Stage"
"2004-10-17",29.1,"A","Not a Flood Stage"
"2004-10-18",35.4,"A","Not a Flood Stage"
"2004-10-19",80.1,"A","Not a Flood Stage"
"2004-10-20",104,"A","Not a Flood Stage"
"2004-10-21",103,"A","Not a Flood Stage"
"2004-10-22",88.1,"A","Not a Flood Stage"
"2004-10-23",70.9,"A","Not a Flood Stage"
"2004-10-24",60.6,"A","Not a Flood Stage"
"2004-10-25",58,"A","Not a Flood Stage"
"2004-10-26",53.2,"A","Not a Flood Stage"
"2004-10-27",48.2,"A","Not a Flood Stage"
"2004-10-28",44.7,"A","Not a Flood Stage"
"2004-10-29",45.9,"A","Not a Flood Stage"
"2004-10-30",86.9,"A","Not a Flood Stage"
"2004-10-31",104,"A","Not a Flood Stage"
"2004-11-01",105,"A","Not a Flood Stage"
"2004-11-02",95.3,"A","Not a Flood Stage"
"2004-11-03",92.1,"A","Not a Flood Stage"
"2004-11-04",102,"A","Not a Flood Stage"
"2004-11-05",137,"A","Not a Flood Stage"
"2004-11-06",154,"A","Not a Flood Stage"
"2004-11-07",154,"A","Not a Flood Stage"
"2004-11-08",141,"A","Not a Flood Stage"
"2004-11-09",118,"A","Not a Flood Stage"
"2004-11-10",99.3,"A","Not a Flood Stage"
"2004-11-11",84,"A","Not a Flood Stage"
"2004-11-12",83,"A","Not a Flood Stage"
"2004-11-13",96.6,"A","Not a Flood Stage"
"2004-11-14",101,"A","Not a Flood Stage"
"2004-11-15",98.9,"A","Not a Flood Stage"
"2004-11-16",94.6,"A","Not a Flood Stage"
"2004-11-17",87.9,"A","Not a Flood Stage"
"2004-11-18",85,"A","Not a Flood Stage"
"2004-11-19",95.5,"A","Not a Flood Stage"
"2004-11-20",147,"A","Not a Flood Stage"
"2004-11-21",177,"A","Not a Flood Stage"
"2004-11-22",184,"A","Not a Flood Stage"
"2004-11-23",183,"A","Not a Flood Stage"
"2004-11-24",173,"A","Not a Flood Stage"
"2004-11-25",169,"A","Not a Flood Stage"
"2004-11-26",170,"A","Not a Flood Stage"
"2004-11-27",166,"A","Not a Flood Stage"
"2004-11-28",165,"A","Not a Flood Stage"
"2004-11-29",169,"A","Not a Flood Stage"
"2004-11-30",166,"A","Not a Flood Stage"
"2004-12-01",179,"A","Not a Flood Stage"
"2004-12-02",214,"A","Not a Flood Stage"
"2004-12-03",218,"A","Not a Flood Stage"
"2004-12-04",197,"A","Not a Flood Stage"
"2004-12-05",169,"A","Not a Flood Stage"
"2004-12-06",144,"A","Not a Flood Stage"
"2004-12-07",128,"A","Not a Flood Stage"
"2004-12-08",130,"A","Not a Flood Stage"
"2004-12-09",126,"A","Not a Flood Stage"
"2004-12-10",136,"A","Not a Flood Stage"
"2004-12-11",206,"A","Not a Flood Stage"
"2004-12-12",249,"A","Not a Flood Stage"
